id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential
430	49	42	47	46	49	46	47	2-5	bachelor	42	48	No	Yes
431	45	47	44	40	45	49	45	11+	bachelor	37	40	No	No
432	47	40	39	45	41	48	46	2-5	associate	40	30	No	No
433	53	46	52	46	51	57	46	11+	none	50	47	No	Yes
434	52	41	44	44	43	57	47	2-5	bachelor	41	39	No	No
435	54	45	45	47	48	50	41	2-5	bachelor	37	41	No	No
436	57	53	50	50	53	59	51	2-5	bachelor	57	51	No	Yes
437	48	46	47	47	48	49	43	0-1	bachelor	34	46	No	No
438	53	46	43	48	51	56	38	2-5	none	39	31	No	No
439	53	45	48	45	51	55	44	0-1	bachelor	44	51	No	No
440	52	43	50	47	50	55	42	11+	associate	45	42	No	Yes
441	53	46	48	46	51	50	50	2-5	associate	52	33	No	No
442	43	39	42	38	43	45	37	2-5	associate	20	30	No	No
443	59	43	52	52	52	46	44	0-1	bachelor	46	46	No	Yes
444	45	35	37	41	37	48	36	2-5	associate	35	31	No	No
445	42	38	39	43	42	47	46	0-1	bachelor	36	33	No	No
446	64	40	49	50	49	56	47	2-5	bachelor	49	40	No	No
447	61	60	61	57	59	53	63	11+	masters	78	75	No	Yes
448	55	42	48	44	46	55	39	2-5	associate	33	40	No	No
449	50	47	50	39	46	45	37	0-1	none	34	42	No	No
450	48	39	42	40	49	42	41	0-1	none	36	25	No	No
451	50	43	54	48	47	53	49	2-5	bachelor	52	45	No	Yes
452	55	52	53	41	50	47	48	6-10	associate	49	51	No	No
453	57	47	54	52	49	53	47	6-10	bachelor	56	55	Yes	Yes
454	54	51	53	49	54	53	52	6-10	none	41	60	No	No
455	54	49	53	48	54	56	48	6-10	bachelor	58	45	No	No
456	45	44	48	47	44	55	44	2-5	bachelor	46	40	No	No
457	49	40	44	42	43	49	46	2-5	associate	38	41	No	No
458	53	44	44	45	47	50	38	0-1	associate	41	38	No	No
459	52	40	45	45	47	54	41	11+	none	41	36	No	No
460	47	41	36	39	46	47	43	0-1	none	33	27	No	No
461	41	41	37	37	38	40	37	0-1	none	35	25	No	No
462	54	51	50	44	53	50	46	0-1	bachelor	34	47	No	No
463	51	41	40	38	46	46	41	2-5	associate	39	37	No	No
464	49	46	45	45	43	50	39	2-5	none	37	37	No	No
465	57	47	45	48	50	55	46	2-5	associate	45	47	No	Yes
466	51	53	53	48	49	51	48	2-5	associate	49	53	No	No
467	50	43	41	37	48	46	37	0-1	none	39	31	No	No
468	50	44	43	45	44	52	41	0-1	none	38	34	Yes	No
469	54	48	53	47	54	56	44	0-1	bachelor	52	48	No	No
470	50	46	48	47	49	53	45	6-10	associate	45	41	No	No
471	55	48	50	50	51	57	52	11+	bachelor	60	54	Yes	Yes
472	57	46	48	50	54	55	47	6-10	bachelor	51	44	No	No
473	52	46	46	46	49	54	44	6-10	associate	49	45	No	No
474	51	49	51	40	51	48	45	0-1	associate	43	41	No	Yes
475	54	48	53	47	54	46	50	2-5	bachelor	47	52	No	No
476	51	46	44	44	51	50	47	2-5	bachelor	51	39	No	No
477	53	51	45	49	52	52	46	0-1	bachelor	40	44	No	No
478	55	43	51	44	53	56	51	0-1	associate	48	57	No	No
479	54	48	44	43	49	53	41	6-10	none	52	50	No	Yes
480	53	48	48	43	47	48	50	2-5	bachelor	45	50	No	No
481	56	46	47	44	50	52	46	2-5	associate	44	53	No	No
482	54	46	49	50	45	50	46	2-5	bachelor	62	47	No	Yes
483	52	48	46	45	49	48	41	0-1	associate	47	50	No	Yes
484	46	41	44	46	42	44	39	0-1	associate	35	29	No	No
485	55	50	52	51	55	56	46	6-10	bachelor	58	50	No	Yes
486	57	50	48	44	48	46	44	0-1	associate	38	45	No	No
487	59	45	49	48	49	60	46	2-5	bachelor	45	48	No	No
488	58	48	50	51	51	52	44	0-1	bachelor	47	51	No	No
489	53	43	44	44	47	47	43	0-1	associate	38	25	No	No
490	56	49	44	43	50	52	44	0-1	associate	44	53	No	No
491	50	39	44	47	42	58	42	6-10	associate	40	36	No	No
492	50	46	51	49	47	49	40	6-10	associate	53	52	No	No
493	55	49	45	44	42	49	40	6-10	none	50	35	No	No
494	51	45	45	45	45	46	43	0-1	masters	40	44	No	No
495	44	40	40	41	42	43	40	0-1	associate	28	33	No	No
496	56	42	39	38	45	50	44	11+	bachelor	37	51	No	No
497	52	42	49	43	42	41	47	0-1	bachelor	42	35	No	No
498	49	38	43	46	44	50	36	0-1	none	25	32	No	No
499	55	45	48	50	49	53	46	0-1	none	47	45	No	No
500	55	51	53	47	54	49	40	0-1	associate	48	49	Yes	Yes
501	59	45	53	50	51	54	48	0-1	bachelor	44	46	Yes	No
502	49	49	38	36	50	43	48	0-1	associate	40	35	No	No
503	49	41	44	46	45	50	49	6-10	bachelor	52	46	No	Yes
504	55	44	45	44	50	51	45	0-1	none	33	39	No	No
505	53	47	51	48	48	54	48	6-10	associate	46	45	No	No
506	51	50	51	46	49	57	51	0-1	none	42	50	Yes	Yes
507	51	52	46	43	50	49	50	2-5	associate	46	47	Yes	No
508	50	48	40	42	44	47	45	0-1	none	38	44	No	No
509	54	52	54	50	50	50	48	2-5	none	51	45	No	No
510	53	44	51	48	49	47	47	2-5	associate	35	44	No	No
511	54	45	47	50	46	53	50	0-1	none	52	49	No	Yes
512	62	50	48	47	53	55	55	0-1	bachelor	54	54	No	Yes
513	57	50	46	48	51	58	48	6-10	associate	38	42	No	No
514	49	44	43	47	45	53	43	0-1	bachelor	47	37	No	No
515	58	45	48	50	53	52	46	2-5	doctorate	49	49	Yes	No
516	50	42	44	49	42	56	43	6-10	associate	41	46	No	No
517	52	50	51	42	53	53	50	2-5	bachelor	56	43	No	No
518	54	49	46	42	55	55	51	6-10	associate	53	42	No	No
519	57	52	49	49	53	54	46	2-5	associate	55	52	No	No
520	51	45	48	45	48	48	46	6-10	bachelor	49	49	No	No
521	56	42	44	46	48	53	43	0-1	bachelor	44	38	No	No
522	54	51	51	48	49	51	47	2-5	bachelor	48	46	No	No
523	53	45	49	47	44	50	45	2-5	bachelor	48	51	No	No
524	51	48	48	44	52	49	46	2-5	bachelor	32	43	No	No
525	51	41	42	45	40	51	41	0-1	associate	31	36	No	No
526	55	46	49	45	44	47	38	0-1	none	41	37	No	No
527	56	47	51	50	48	52	48	2-5	bachelor	53	46	No	Yes
528	52	45	45	38	47	55	36	2-5	none	34	33	No	No
529	55	44	51	44	48	52	45	0-1	bachelor	41	47	No	Yes
530	54	50	52	46	52	51	46	0-1	bachelor	44	49	No	No
531	50	45	45	47	43	53	46	2-5	none	37	40	No	No
532	55	51	54	54	52	58	56	2-5	bachelor	60	55	Yes	Yes
533	50	49	47	47	44	48	48	0-1	bachelor	44	40	No	No
534	53	49	44	46	46	57	46	6-10	bachelor	52	41	No	No
535	50	45	50	47	48	44	48	0-1	associate	39	38	No	No
536	53	49	49	47	54	50	53	2-5	bachelor	44	38	No	No
537	56	48	50	43	47	49	42	0-1	none	49	41	Yes	Yes
538	49	48	47	49	43	48	46	0-1	bachelor	51	40	No	No
539	55	47	47	48	52	56	53	6-10	bachelor	56	45	No	Yes
540	46	44	45	49	45	44	42	0-1	none	35	38	No	No
541	54	45	45	42	48	47	41	0-1	none	37	44	No	No
542	55	50	51	48	51	52	42	6-10	none	53	48	No	No
543	48	46	47	42	46	45	46	0-1	bachelor	38	39	No	No
544	49	40	40	44	47	51	41	0-1	none	31	36	No	No
545	53	49	47	50	44	51	45	0-1	none	42	43	No	No
546	54	34	48	45	47	53	39	0-1	none	37	35	No	No
547	52	44	46	46	47	48	41	0-1	none	44	31	No	No
548	51	45	50	47	46	52	41	2-5	none	35	46	No	No
549	54	56	52	43	52	48	43	2-5	none	52	45	No	No
550	52	46	49	47	48	51	50	2-5	bachelor	46	49	Yes	No
551	51	46	44	41	51	47	46	0-1	bachelor	39	40	No	No
552	54	53	51	46	51	56	47	2-5	bachelor	53	46	No	Yes
553	58	52	54	50	53	59	55	2-5	bachelor	52	60	No	Yes
554	50	43	46	45	54	56	56	2-5	associate	46	50	No	No
555	53	50	51	48	51	48	47	0-1	associate	44	51	No	No
556	55	48	51	46	49	52	43	2-5	none	47	45	Yes	No
557	52	49	52	48	49	51	53	0-1	none	50	58	No	Yes
558	51	48	47	42	48	48	52	0-1	bachelor	51	48	No	Yes
559	53	45	50	49	49	56	45	2-5	associate	34	45	No	No
560	51	43	38	42	47	50	43	2-5	none	42	30	No	No
561	55	47	51	56	52	56	52	2-5	bachelor	57	59	No	No
562	50	41	46	48	48	57	44	0-1	bachelor	33	51	No	No
563	51	45	45	41	49	58	42	6-10	none	50	46	Yes	No
564	51	43	40	45	53	49	48	11+	associate	53	50	No	Yes
565	49	37	43	42	42	48	44	2-5	associate	41	33	No	No
566	53	52	51	45	51	60	48	2-5	associate	55	45	No	No
567	54	46	51	45	48	51	46	2-5	bachelor	46	43	No	Yes
568	50	45	49	43	47	53	47	0-1	associate	48	41	No	No
569	53	46	45	46	49	55	54	2-5	bachelor	48	53	No	No
570	55	49	47	50	51	52	53	2-5	none	50	50	No	Yes
571	54	52	53	44	55	53	48	2-5	bachelor	57	53	No	Yes
572	51	45	50	48	45	50	49	2-5	masters	41	49	No	No
573	56	45	46	47	51	56	49	0-1	masters	51	43	No	No
574	56	46	49	47	47	55	46	6-10	bachelor	57	53	No	Yes
575	52	44	48	44	43	53	41	0-1	none	36	35	No	No
576	58	47	52	48	48	50	41	2-5	none	43	44	No	No
577	49	42	46	47	42	50	37	6-10	none	42	43	No	Yes
578	52	43	53	47	56	48	48	6-10	masters	44	39	No	No
579	59	48	52	48	49	55	44	6-10	bachelor	53	58	Yes	Yes
580	51	45	42	46	46	55	46	2-5	none	47	42	Yes	No
581	54	46	45	46	48	51	48	0-1	bachelor	48	34	No	No
582	52	44	48	39	49	45	46	0-1	associate	41	33	No	No
583	47	50	40	43	44	50	47	2-5	bachelor	37	56	No	No
584	51	43	44	47	45	47	50	2-5	bachelor	40	43	No	No
585	50	42	43	47	48	54	47	2-5	bachelor	43	30	No	No
586	55	46	51	51	52	58	51	2-5	bachelor	53	42	No	No
587	50	50	44	42	49	54	46	11+	associate	51	51	No	Yes
588	55	51	54	45	51	54	48	0-1	masters	47	61	No	No
589	44	39	43	39	42	48	44	0-1	bachelor	35	38	No	No
590	56	53	53	50	55	55	52	6-10	bachelor	42	60	No	No
591	56	52	52	44	54	45	53	0-1	bachelor	47	42	No	Yes
592	54	47	50	44	48	46	48	2-5	associate	34	47	No	No
593	50	49	45	42	52	52	46	6-10	bachelor	49	41	No	No
594	54	43	45	48	44	49	41	0-1	none	39	37	No	No
595	55	44	51	48	49	51	45	2-5	bachelor	42	46	No	No
596	52	47	50	42	46	49	40	2-5	associate	46	37	No	No
597	57	53	50	43	51	47	53	2-5	bachelor	50	53	No	No
598	56	47	44	47	48	58	41	2-5	none	46	44	No	Yes
599	48	43	47	36	45	43	42	6-10	none	35	51	No	No
600	47	46	46	39	44	49	43	0-1	bachelor	43	45	Yes	No
601	59	53	50	43	57	52	47	6-10	none	57	60	No	Yes
602	50	41	47	40	48	47	43	0-1	bachelor	42	41	Yes	No
603	50	43	40	39	46	50	40	2-5	none	36	38	No	No
604	55	46	48	43	48	49	42	6-10	associate	39	40	No	No
605	58	49	51	53	49	56	45	2-5	bachelor	55	47	No	Yes
606	51	43	44	45	44	58	38	6-10	associate	44	37	No	No
607	53	49	45	43	51	48	50	0-1	none	48	45	No	No
608	50	42	44	45	52	48	50	0-1	bachelor	28	34	No	No
609	49	40	43	42	46	48	53	0-1	associate	36	41	No	No
610	54	46	41	47	48	52	48	6-10	bachelor	54	45	No	No
611	44	44	43	42	45	46	50	0-1	none	37	38	No	No
612	61	54	52	51	56	53	53	6-10	none	60	62	No	Yes
613	53	46	48	46	50	48	46	2-5	bachelor	38	41	No	No
614	56	52	49	49	47	54	44	0-1	masters	42	46	No	Yes
615	53	49	49	43	52	50	51	6-10	bachelor	43	52	No	No
616	53	44	49	47	50	57	50	6-10	bachelor	61	48	No	No
617	54	51	50	44	48	45	46	0-1	bachelor	48	39	No	No
618	52	42	46	45	46	54	46	0-1	none	44	53	No	No
619	51	52	48	44	45	49	53	0-1	associate	41	45	No	No
620	54	44	48	43	54	46	44	2-5	bachelor	38	41	No	No
621	47	43	46	48	46	54	42	0-1	none	40	39	No	No
622	53	45	48	46	50	52	43	0-1	none	50	39	No	No
623	48	44	45	44	47	51	50	6-10	associate	45	38	No	No
624	51	44	45	46	45	58	38	2-5	none	46	32	No	No
625	53	46	45	43	51	47	46	0-1	bachelor	36	50	No	No
626	58	53	46	45	55	56	43	6-10	bachelor	56	53	Yes	Yes
627	52	44	44	45	48	56	50	11+	bachelor	53	42	No	No
628	52	50	48	48	48	59	45	2-5	bachelor	56	49	No	Yes
629	51	42	44	46	43	57	50	2-5	associate	45	40	No	No
630	56	49	57	48	50	50	50	2-5	bachelor	40	55	No	No
631	58	51	47	47	53	53	49	6-10	bachelor	59	58	No	Yes
632	52	42	47	45	52	57	49	6-10	none	41	43	No	No
633	48	39	40	43	40	54	42	2-5	none	37	35	No	No
634	49	43	48	39	45	41	37	0-1	none	37	30	No	No
635	51	47	49	44	46	53	41	0-1	none	52	42	No	No
636	49	48	49	47	45	57	42	6-10	none	53	47	No	No
637	58	50	52	47	52	54	49	2-5	bachelor	50	54	No	No
638	49	48	50	49	47	53	46	0-1	bachelor	55	45	No	Yes
639	47	48	48	42	50	52	44	2-5	bachelor	57	41	No	No
640	54	51	49	47	46	54	47	0-1	bachelor	59	56	Yes	Yes
641	57	51	55	49	48	55	42	2-5	associate	58	49	No	No
642	56	47	53	49	47	49	40	2-5	bachelor	48	45	Yes	Yes
643	44	39	44	42	43	49	40	0-1	none	39	26	No	No
644	49	41	42	42	47	49	43	2-5	none	33	42	No	No
645	48	39	45	44	43	47	44	0-1	bachelor	46	42	No	No
646	55	43	45	44	48	48	40	2-5	none	41	43	No	No
647	51	43	41	42	45	51	41	0-1	associate	39	29	No	No
648	55	43	45	40	45	47	38	2-5	none	43	38	No	No
649	46	42	44	41	44	51	41	2-5	associate	34	40	No	No
650	54	47	48	47	48	50	48	6-10	bachelor	45	51	No	No
651	55	49	55	53	48	56	49	2-5	masters	58	50	No	Yes
652	54	52	51	49	54	55	49	11+	associate	48	54	No	No
653	53	49	52	46	49	53	49	2-5	bachelor	44	46	Yes	No
654	51	51	49	45	57	48	53	2-5	bachelor	49	46	No	No
655	51	41	44	40	48	46	43	2-5	bachelor	32	42	No	No
656	50	46	46	41	45	50	41	0-1	associate	45	43	No	No
657	48	46	46	44	49	51	43	2-5	associate	43	41	No	Yes
658	53	51	50	46	52	58	44	6-10	bachelor	57	44	No	No
659	55	47	43	51	49	56	43	0-1	associate	40	44	No	No
660	49	47	49	44	48	46	46	0-1	bachelor	45	38	No	No
661	51	48	46	43	50	48	49	0-1	none	48	37	No	No
662	57	52	53	51	52	56	49	2-5	bachelor	57	50	No	No
663	44	41	41	41	38	51	39	0-1	none	29	28	No	Yes
664	46	38	42	39	46	46	41	0-1	none	38	47	No	No
665	53	41	44	48	54	52	45	0-1	bachelor	38	27	No	No
666	58	46	47	48	52	55	45	2-5	bachelor	48	48	No	Yes
667	42	45	46	42	44	45	46	0-1	none	33	30	Yes	No
668	57	43	51	50	53	59	49	6-10	associate	53	57	Yes	Yes
669	55	48	46	44	47	52	45	6-10	associate	57	52	Yes	Yes
670	54	44	50	47	47	53	43	0-1	none	32	44	No	No
671	52	48	44	48	45	55	49	2-5	bachelor	45	47	Yes	Yes
672	54	43	45	48	45	57	45	2-5	bachelor	39	51	No	No
673	58	50	46	50	54	58	48	2-5	bachelor	47	47	Yes	No
674	58	49	52	45	57	49	47	2-5	bachelor	53	46	No	Yes
675	52	52	48	48	47	56	55	2-5	associate	60	44	No	No
676	48	42	46	43	42	46	35	0-1	none	40	40	No	No
677	48	42	43	44	47	52	45	2-5	bachelor	44	38	No	No
678	55	49	49	49	47	56	44	11+	none	54	47	No	Yes
679	57	51	54	51	51	53	51	2-5	bachelor	59	51	Yes	Yes
680	62	53	56	54	54	61	43	11+	bachelor	56	60	No	Yes
681	51	43	45	43	50	51	43	0-1	none	36	39	No	No
682	47	34	39	43	40	47	42	2-5	associate	41	44	No	No
683	53	49	45	39	52	47	42	0-1	none	37	38	No	No
684	48	43	44	48	45	51	38	0-1	associate	35	42	No	No
685	50	50	48	43	51	51	47	2-5	associate	38	39	No	No
686	46	44	46	46	46	52	47	6-10	bachelor	41	31	No	No
687	58	43	49	47	54	48	51	0-1	none	46	42	No	Yes
688	56	50	47	43	51	45	47	6-10	none	60	34	No	No
689	48	48	41	40	49	44	47	0-1	bachelor	44	41	No	No
690	48	39	47	45	44	49	41	0-1	none	31	30	No	No
691	43	43	41	40	41	52	41	0-1	none	28	31	No	No
692	57	53	51	42	53	46	48	2-5	none	43	42	Yes	No
693	49	47	47	51	50	53	43	2-5	none	44	43	No	No
694	52	44	50	48	43	53	38	2-5	none	27	38	No	No
695	52	49	47	41	49	52	39	2-5	none	34	43	No	No
696	59	45	51	50	48	54	48	0-1	bachelor	41	51	No	No
697	53	48	45	43	49	53	46	6-10	bachelor	42	55	No	No
698	53	49	45	42	47	48	44	2-5	bachelor	51	39	No	No
699	54	50	52	45	52	48	45	0-1	associate	46	49	Yes	Yes
700	50	45	45	44	47	50	48	2-5	none	38	42	No	No
701	51	44	43	43	47	51	38	0-1	none	51	41	No	No
702	56	45	47	51	50	55	47	0-1	associate	53	42	No	No
703	53	51	45	41	51	43	47	2-5	bachelor	44	44	No	No
704	49	50	46	45	47	53	44	6-10	associate	60	39	No	No
705	52	48	55	48	52	50	51	2-5	bachelor	38	52	No	No
706	56	46	45	45	49	46	44	0-1	bachelor	36	42	No	No
707	51	50	48	42	51	40	44	0-1	bachelor	38	32	No	No
708	61	53	56	53	60	57	48	6-10	none	61	60	No	Yes
709	55	49	45	47	48	53	45	0-1	bachelor	56	46	No	Yes
710	57	54	53	48	48	60	42	0-1	none	40	54	No	No
711	57	50	46	48	47	55	42	2-5	none	49	41	No	No
712	55	48	51	47	50	48	48	0-1	bachelor	42	46	Yes	No
713	47	43	51	42	50	47	47	0-1	bachelor	37	47	No	No
714	54	47	47	48	50	55	50	6-10	bachelor	49	42	No	No
715	56	48	44	48	49	48	49	0-1	none	40	42	No	No
716	53	50	45	46	46	54	42	6-10	none	48	42	No	No
717	54	47	47	50	48	49	51	2-5	associate	53	47	No	No
718	49	47	45	39	46	49	41	6-10	none	38	37	No	No
719	58	45	47	49	52	51	47	2-5	bachelor	40	47	No	No
720	57	50	53	44	56	49	47	2-5	associate	45	56	No	No
721	51	43	42	41	46	50	41	0-1	associate	29	43	No	No
722	59	51	50	49	51	52	41	0-1	none	47	54	No	No
723	55	43	44	44	52	56	47	2-5	bachelor	47	54	No	No
724	46	43	42	42	45	44	46	2-5	bachelor	32	31	No	No
725	55	45	45	47	51	54	46	6-10	bachelor	51	46	No	Yes
726	58	51	54	50	54	48	54	0-1	bachelor	52	61	Yes	Yes
727	51	47	48	48	48	56	54	2-5	bachelor	51	48	No	Yes
728	52	46	48	50	46	48	38	0-1	none	44	46	No	No
729	49	48	45	45	43	52	37	2-5	none	36	34	No	No
730	51	51	54	48	49	50	53	0-1	bachelor	49	47	No	No
731	50	47	47	46	50	48	47	0-1	bachelor	45	43	No	No
732	56	50	47	41	49	50	43	2-5	none	40	47	No	No
733	47	37	38	37	46	46	43	0-1	bachelor	38	24	No	No
734	57	53	55	50	51	54	50	0-1	doctorate	52	65	No	Yes
735	47	42	40	41	46	46	39	6-10	associate	31	30	No	No
736	54	50	48	46	49	51	44	0-1	bachelor	46	48	No	Yes
737	49	48	47	44	50	52	50	2-5	bachelor	43	46	No	No
738	54	46	46	48	52	56	47	6-10	bachelor	51	42	No	No
739	50	50	47	44	44	45	46	0-1	associate	34	38	No	No
740	49	39	47	47	47	47	43	0-1	bachelor	44	34	No	No
741	53	47	50	46	48	46	46	0-1	bachelor	43	39	No	No
742	46	43	43	44	41	49	42	2-5	none	36	38	No	No
743	50	41	42	45	49	50	47	6-10	associate	53	32	No	No
744	57	53	50	47	53	57	48	2-5	none	41	58	No	No
745	58	47	49	47	48	53	40	2-5	associate	49	47	Yes	Yes
746	54	44	44	44	50	50	47	2-5	bachelor	40	39	No	No
747	54	50	53	47	56	51	42	0-1	none	42	40	No	No
748	46	43	46	46	40	50	41	2-5	none	37	44	No	No
749	52	49	48	45	45	50	42	6-10	none	46	43	No	Yes
750	56	49	49	48	55	57	54	2-5	none	51	45	No	No
751	53	52	48	43	51	49	47	11+	bachelor	54	51	No	No
752	52	48	40	46	50	56	42	2-5	none	39	42	No	No
753	55	50	51	51	48	58	43	0-1	none	46	52	No	No
754	46	37	39	46	44	56	43	0-1	bachelor	43	41	No	No
755	53	51	47	43	51	58	47	0-1	none	48	47	No	Yes
756	54	49	47	48	49	59	51	6-10	none	52	56	No	No
757	53	50	49	45	53	57	51	0-1	bachelor	53	42	No	No
758	53	45	43	47	48	48	45	0-1	bachelor	47	45	No	No
759	54	46	44	45	53	53	42	2-5	none	44	43	No	No
760	52	45	46	54	54	57	53	6-10	bachelor	53	39	No	No
761	53	42	49	46	44	51	43	2-5	none	45	39	No	No
762	51	37	38	46	42	55	40	2-5	none	35	32	No	No
763	51	53	52	49	54	53	51	2-5	bachelor	48	52	No	No
764	49	43	41	47	46	53	43	6-10	bachelor	54	30	No	No
765	50	45	43	47	48	48	44	0-1	bachelor	44	37	No	No
766	55	47	49	42	50	49	42	2-5	none	40	50	No	No
767	55	50	57	50	49	51	48	0-1	bachelor	57	51	No	Yes
768	55	49	50	45	54	52	45	11+	associate	56	45	No	No
769	47	43	49	39	44	53	46	0-1	bachelor	40	46	No	No
770	44	43	44	42	43	43	37	0-1	none	36	30	No	No
771	57	46	51	41	51	52	50	0-1	none	43	51	No	No
772	52	42	44	40	47	54	44	2-5	none	42	42	No	No
773	49	43	43	44	48	51	52	2-5	bachelor	47	38	No	No
774	57	50	51	51	53	51	52	2-5	masters	61	56	No	No
775	53	50	52	50	49	57	49	2-5	bachelor	52	44	No	No
776	51	46	48	50	49	60	44	6-10	bachelor	56	53	Yes	Yes
777	51	52	47	50	50	54	52	11+	bachelor	50	50	No	Yes
778	53	46	45	42	51	48	49	0-1	bachelor	39	40	No	No
779	51	45	48	43	47	52	46	0-1	bachelor	44	49	No	Yes
780	57	50	56	48	55	53	51	0-1	bachelor	49	43	No	Yes
781	53	48	47	43	44	44	44	2-5	associate	36	42	No	No
782	54	37	38	44	44	51	38	0-1	none	33	36	No	No
783	55	50	51	49	49	51	50	0-1	bachelor	55	45	No	No
784	54	48	52	45	51	46	47	0-1	bachelor	38	37	No	No
785	53	42	45	45	46	52	40	2-5	associate	36	46	No	No
786	56	50	48	48	51	57	47	6-10	bachelor	56	54	No	Yes
787	49	50	46	41	41	44	37	0-1	none	27	36	No	No
788	50	48	49	40	42	46	38	0-1	none	34	32	No	No
789	49	44	43	39	44	46	42	0-1	associate	41	38	No	No
790	53	43	48	47	47	45	44	0-1	bachelor	29	34	No	No
791	52	44	46	49	47	55	50	2-5	bachelor	42	45	No	No
792	52	43	45	42	46	51	43	6-10	none	48	32	No	No
793	54	44	48	49	54	53	51	6-10	bachelor	46	43	No	Yes
794	53	51	48	48	50	41	51	0-1	bachelor	43	44	No	Yes
795	52	40	41	38	47	48	46	0-1	associate	22	37	No	No
796	58	53	51	48	56	55	47	6-10	bachelor	51	52	No	Yes
797	56	51	53	50	50	52	51	0-1	bachelor	53	50	No	Yes
798	50	43	47	39	42	48	38	2-5	none	28	34	No	Yes
799	59	53	53	48	52	56	42	11+	none	52	59	Yes	No
800	51	48	50	47	51	51	50	2-5	bachelor	40	57	No	No
801	53	48	51	46	50	54	48	6-10	bachelor	48	49	No	No
802	55	40	45	42	45	43	42	0-1	none	32	30	No	No
803	53	47	50	48	47	53	45	0-1	bachelor	50	50	No	Yes
804	50	48	50	47	48	46	51	0-1	bachelor	43	43	Yes	No
805	54	45	42	45	47	50	48	2-5	associate	46	39	No	No
806	54	46	43	44	47	51	52	0-1	bachelor	44	43	Yes	No
807	51	46	46	41	50	51	47	2-5	bachelor	40	52	No	No
808	58	45	51	50	49	50	47	0-1	bachelor	57	45	No	Yes
809	51	42	46	43	44	49	44	11+	bachelor	33	48	No	No
810	48	43	41	44	46	55	42	6-10	bachelor	45	36	No	No
811	58	49	48	47	50	51	44	0-1	bachelor	60	43	No	No
812	57	49	53	42	47	51	43	2-5	none	37	50	No	No
813	56	50	46	49	51	62	43	0-1	none	58	53	Yes	No
814	50	48	52	47	52	53	45	6-10	associate	44	43	No	No
815	52	43	50	44	46	51	46	2-5	associate	41	39	No	No
816	49	45	41	40	44	41	43	0-1	none	28	30	No	No
817	48	46	47	49	47	55	44	2-5	bachelor	43	44	No	Yes
818	48	43	47	41	45	48	37	2-5	none	34	35	No	Yes
819	54	47	49	47	49	52	50	2-5	none	49	40	No	No
820	48	51	47	38	55	53	46	2-5	bachelor	37	40	No	No
821	47	38	42	43	44	47	42	2-5	bachelor	39	42	No	No
822	53	46	47	44	47	50	39	6-10	associate	42	39	No	No
823	52	43	45	49	46	53	41	0-1	associate	44	38	No	No
824	50	44	44	44	46	42	43	0-1	bachelor	40	44	No	No
825	48	48	47	46	46	55	47	2-5	bachelor	48	40	No	No
826	56	51	50	43	51	57	46	11+	none	50	48	No	Yes
827	52	46	48	43	49	49	47	0-1	bachelor	32	40	No	No
828	50	42	45	40	48	51	41	2-5	associate	40	44	No	No
829	55	47	52	47	48	51	38	0-1	none	42	41	No	Yes
830	46	34	40	42	40	50	39	2-5	associate	28	33	No	No
831	54	46	47	47	47	51	45	2-5	associate	45	45	No	Yes
832	55	52	47	47	49	50	41	2-5	none	56	52	No	No
833	51	49	49	46	53	47	59	0-1	bachelor	54	47	No	Yes
834	50	40	43	41	47	54	41	6-10	associate	45	38	No	No
835	56	51	48	46	50	51	52	6-10	none	48	49	Yes	Yes
836	48	47	48	44	50	52	47	2-5	masters	57	48	No	Yes
837	54	51	50	47	56	57	51	2-5	bachelor	48	61	No	No
838	50	44	44	41	49	54	42	0-1	none	38	35	No	No
839	56	43	49	48	53	57	50	2-5	bachelor	49	50	No	Yes
840	53	43	49	43	49	52	42	2-5	none	51	35	No	No
841	57	48	47	43	48	52	40	0-1	none	44	41	No	Yes
842	57	54	53	51	54	60	55	2-5	bachelor	58	57	Yes	Yes
843	52	43	41	39	48	49	42	0-1	none	44	31	No	No
844	54	49	45	48	48	55	49	6-10	associate	50	37	No	No
845	57	50	47	46	52	55	47	6-10	associate	57	42	No	No
846	51	47	48	46	50	45	47	2-5	bachelor	42	39	No	No
847	50	43	46	41	50	45	40	2-5	none	35	48	No	No
848	53	52	48	46	52	52	46	0-1	bachelor	42	51	No	No
849	55	50	49	48	48	51	48	0-1	bachelor	38	51	No	No
850	54	54	52	43	52	49	45	2-5	bachelor	44	48	Yes	Yes
851	54	41	43	41	51	56	44	2-5	bachelor	56	26	No	No
852	57	50	44	43	46	49	45	6-10	none	41	47	No	No
853	56	46	47	48	51	48	49	0-1	masters	47	38	No	No
854	53	51	52	47	52	51	45	0-1	bachelor	47	47	No	No
855	51	55	52	47	49	51	46	2-5	bachelor	44	50	No	No
856	45	42	37	41	43	47	42	0-1	none	36	39	No	No
857	48	45	45	42	50	52	52	0-1	none	39	41	No	No
858	53	52	50	44	47	50	50	0-1	associate	44	49	No	Yes
859	53	51	51	46	47	52	47	6-10	masters	56	49	No	Yes
860	52	52	53	45	47	46	47	0-1	associate	39	50	No	No
861	50	44	41	45	44	60	40	2-5	associate	40	40	No	No
862	55	50	43	45	50	48	48	0-1	bachelor	55	42	No	No
