id|org|type|comment
150|amazon|cons|I don'l like working third shift.
151|amazon|pros|The insurance benefits were great.
151|amazon|cons|This was the most poorly managed operation I have ever worked for.
152|amazon|pros|Will be exposed to new trends. You will meet very intelligent people. Many are friendly based on culture, if you click.
152|amazon|cons|Call center environment stressful and you must work hard. Breaks are monitored. No room for growth. The training is not relevant. Your pay depends on customer ratings. Cultural divisions. Management micro manages. Pushing people to take calls. You must work weekends. Low pay compared to competitors. Poor ergonomics and the benefits are very poor. HIGH TURNOVER.
153|amazon|pros|Best company to work at as a fresher
153|amazon|cons|No work-life balance, work late nights and work over the weekends
154|amazon|pros|Great concept to work for.
154|amazon|cons|Company growing at an incredible rate.
155|amazon|pros|Get to bring your dog to work, very nice people, very smart people
155|amazon|cons|Have to spend a minimum of one year in a role before a promotion
156|amazon|pros|Works with your school schedule, benefits start immediately, flexible paid time off and decent pay.
156|amazon|cons|Hard to move up at the company unless you're a kiss up or know someone higher up, a lot of lazy coworkers, demanding rate, if you can't keep up, you will be fired, you will get hurt eventually.
157|amazon|pros|meet a lot of fresh faces.
157|amazon|cons|Managment sucks
158|amazon|pros|Working for Amazon you have so many opportunities to grow and move within the company.
158|amazon|cons|When promotions become available management already has certain people in mind.
159|amazon|pros|Great benefits such as medical, vision, and dental insurance. Personal time, vacation time, and unpaid time. 401k and other benefits
159|amazon|cons|I work nights and my manager has to be the worst for many reasons. If it werent for her i would love my job lol. Oh and the hr is very rude.
160|amazon|pros|I joined Amazon after completing my MBA from a top 5 program. In my opinion, Amazon provides the best possible environment for mid-career development.
160|amazon|cons|Before you accept the job offer make sure you are ready to put in the work required. Work/Life balance as well as project quality is heavily dependent on what team you are on so make sure to choose wisely. Also, you will likely be writing a lot of documents because there is no PowerPoint allowed so make sure you are ready to write.
161|amazon|pros|Full Time Amazon Associate Great Benefits
161|amazon|cons|Break times of 15 minutes include the travel time to refreshments/restrooms.-This place is HUGE(like-8 football fields?) so returning to work within( 15 minutes from scan to scan) is difficult to feel refreshed.
162|amazon|pros|Opportunities to work with full-time team members on many of the same tasks. Lots of respect from other employees.
162|amazon|cons|Need to go out of your way to ask questions and be independent, otherwise you'll drift behind on your work.
163|amazon|pros|Does anyone know the starting salary for an internal employee once they become Area Manager?
163|amazon|cons|Catering to employees that get upset when they're asked to do their job
164|amazon|pros|Great company to work for
164|amazon|cons|I don't have anything negative to say
165|amazon|pros|Decent pay and benefits for a part-time job.
165|amazon|cons|Chances of advancement are very slim, management is hit-or-miss.
166|amazon|pros|Above average industry salary.
166|amazon|cons|Long hours 65-70 hrs per week.
167|amazon|pros|They offered a lot of overtime, you can work from home
167|amazon|cons|Customers are rude, training is boring, they do not pay much
168|amazon|pros|Think big. Fascinate technology. Lovely people.
168|amazon|cons|Long approval chain. Oncall. Frugal.
169|amazon|pros|Working as a PM at Amazon gives me the opportunity to dream up the future, and then actually build it. It's like having the best-funded startup ever.
